submission_id,RT,age,comments,item_version,correct_answer,education,gender,languages,question,response,timeSpent,trial_name,trial_number,trial_type,vignette
191,2987,19,,none,true,Graduated High School,male,English,Normally there are 32 teeth in the adult human body.,TRUE,2.1661,practice_trials,2,practice,undefined
191,1361,19,,none,true,Graduated High School,male,English,Alexander Bell invented the telephone.,TRUE,2.1661,practice_trials,3,practice,undefined
191,2656,19,,none,false,Graduated High School,male,English,World War II was a global war that lasted from 1914 to 1918.,FALSE,2.1661,practice_trials,4,practice,undefined
191,2888,19,,none,true,Graduated High School,male,English,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,2.1661,practice_trials,5,practice,undefined
191,2693,19,,none,true,Graduated High School,male,English,Earth has a powerful magnetic field.,TRUE,2.1661,main_trials,1,filler,none
191,3129,19,,none,true,Graduated High School,male,English,One of the longest rivers in Europe is the Rhine.,TRUE,2.1661,main_trials,2,filler,none
191,2337,19,,0,false,Graduated High School,male,English,The Belgian rainforest provides a habitat for many species.,FALSE,2.1661,main_trials,3,main,4
191,3886,19,,none,true,Graduated High School,male,English,The town of Pisa in Italy is famous for its Leaning Tower of Pisa.,TRUE,2.1661,main_trials,4,filler,none
191,3095,19,,none,true,Graduated High School,male,English,Hibernation is a deep sleep that helps animals to save energy and survive the winter without eating much.,TRUE,2.1661,main_trials,5,filler,none
191,5897,19,,none,true,Graduated High School,male,English,Test of English as a Foreign Language (TOEFL) is a standardized test to measure the English language ability of non-native speakers.,FALSE,2.1661,main_trials,6,filler,none
191,5483,19,,10,false,Graduated High School,male,English,"Leipzig, it is not threatened by the volcanoes of Germany.",TRUE,2.1661,main_trials,7,main,5
191,2388,19,,none,true,Graduated High School,male,English,Three is a prime number.,TRUE,2.1661,main_trials,8,filler,none
191,2316,19,,1,false,Graduated High School,male,English,"Canada has an emperor, and he is fond of sushi.",FALSE,2.1661,main_trials,9,main,2
191,3933,19,,none,true,Graduated High School,male,English,FIFA World Cup tournament is an international football competition.,TRUE,2.1661,main_trials,10,filler,none
191,2114,19,,none,false,Graduated High School,male,English,Belgium has rainforests.,FALSE,2.1661,main_trials,11,special,4
191,3973,19,,none,false,Graduated High School,male,English,Planet Earth is the sixth planet from the Sun.,TRUE,2.1661,main_trials,12,filler,none
191,4756,19,,9,false,Graduated High School,male,English,"The Pope’s wife, she did not invite Angela Merkel for dinner.",TRUE,2.1661,main_trials,13,main,3
191,2144,19,,none,false,Graduated High School,male,English,James Bond is a spanish dancer from Madrid.,FALSE,2.1661,main_trials,14,filler,none
191,5358,19,,none,true,Graduated High School,male,English,"National Geographic is a channel broadcasting documentaries about science, nature, and history.",TRUE,2.1661,main_trials,15,filler,none
191,1851,19,,none,false,Graduated High School,male,English,Germany has volcanoes.,FALSE,2.1661,main_trials,16,special,5
191,3307,19,,none,true,Graduated High School,male,English,Russia is one of the biggest countries in the world.,TRUE,2.1661,main_trials,17,filler,none
191,3331,19,,none,true,Graduated High School,male,English,Canada is a democracy.,TRUE,2.1661,main_trials,18,special,2
191,3773,19,,6,false,Graduated High School,male,English,The King of France isn’t bald.,FALSE,2.1661,main_trials,19,main,1
191,7432,19,,none,true,Graduated High School,male,English,Square root of 16 is 4.,TRUE,2.1661,main_trials,20,filler,none
191,7944,19,,none,true,Graduated High School,male,English,"Michael Jackson was one of the most popular singers, songwriters, and dancers, known also as the ‘King of Pop’.",TRUE,2.1661,main_trials,21,filler,none
191,2937,19,,none,true,Graduated High School,male,English,The Pope is currently not married.,TRUE,2.1661,main_trials,22,special,3
191,2716,19,,none,false,Graduated High School,male,English,The Eiffel Tower is one of the most popular and frequently visited tourist attractions in Italy.,TRUE,2.1661,main_trials,23,filler,none
191,1801,19,,none,false,Graduated High School,male,English,France has a king.,FALSE,2.1661,main_trials,24,special,1
190,3803,31,,none,false,Graduated College,female,English,Spain is a country in Asia.,FALSE,2.88835,practice_trials,1,practice,undefined
190,6300,31,,none,true,Graduated College,female,English,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,2.88835,practice_trials,2,practice,undefined
190,3955,31,,none,true,Graduated College,female,English,Alexander Bell invented the telephone.,TRUE,2.88835,practice_trials,3,practice,undefined
190,6040,31,,none,false,Graduated College,female,English,World War II was a global war that lasted from 1914 to 1918.,FALSE,2.88835,practice_trials,4,practice,undefined
190,3009,31,,none,true,Graduated College,female,English,Normally there are 32 teeth in the adult human body.,FALSE,2.88835,practice_trials,5,practice,undefined
190,5715,31,,none,false,Graduated College,female,English,Big Ben is a very large building in the middle of Paris.,FALSE,2.88835,main_trials,1,filler,none
190,6848,31,,none,true,Graduated College,female,English,The United Nations Children's Fund (UNICEF) provides humanitarian and developmental assistance to children and mothers in developing countries.,TRUE,2.88835,main_trials,2,filler,none
190,7507,31,,10,false,Graduated College,female,English,"Leipzig, it is not threatened by the volcanoes of Germany.",FALSE,2.88835,main_trials,3,main,5
190,6836,31,,none,true,Graduated College,female,English,Three is a prime number.,FALSE,2.88835,main_trials,4,filler,none
190,3633,31,,none,true,Graduated College,female,English,London is famous for Big Ben and the Queen.,TRUE,2.88835,main_trials,5,filler,none
190,4382,31,,none,true,Graduated College,female,English,Dinosaurs became extinct millions of years ago.,TRUE,2.88835,main_trials,6,filler,none
190,4357,31,,0,false,Graduated College,female,English,The king of France is bald.,FALSE,2.88835,main_trials,7,main,1
190,2729,31,,none,true,Graduated College,female,English,Water boils at 100 degree C.,TRUE,2.88835,main_trials,8,filler,none
190,3331,31,,6,false,Graduated College,female,English,The Emperor of Canada isn’t fond of sushi.,FALSE,2.88835,main_trials,9,main,2
190,8340,31,,none,true,Graduated College,female,English,The Pacific Ocean is a large ocean between Japan and the USA.,TRUE,2.88835,main_trials,10,filler,none
190,2262,31,,none,false,Graduated College,female,English,Germany has volcanoes.,TRUE,2.88835,main_trials,11,special,5
190,5590,31,,none,true,Graduated College,female,English,The Republic of South Africa is located in the continent of Africa.,FALSE,2.88835,main_trials,12,filler,none
190,5064,31,,9,false,Graduated College,female,English,"The Pope’s wife, she did not invite Angela Merkel for dinner.",TRUE,2.88835,main_trials,13,main,3
190,1701,31,,none,true,Graduated College,female,English,Earth has a powerful magnetic field.,TRUE,2.88835,main_trials,14,filler,none
190,2485,31,,none,true,Graduated College,female,English,The Earth was once believed to be the centre of the universe.,TRUE,2.88835,main_trials,15,filler,none
190,1722,31,,none,false,Graduated College,female,English,France has a king.,TRUE,2.88835,main_trials,16,special,1
190,4234,31,,none,true,Graduated College,female,English,The United Nations (UN) is an intergovernmental organization tasked to promote international cooperation and to create and maintain international order.,TRUE,2.88835,main_trials,17,filler,none
190,2968,31,,none,true,Graduated College,female,English,Canada is a democracy.,FALSE,2.88835,main_trials,18,special,2
190,2790,31,,1,false,Graduated College,female,English,"There is a rainforest in Belgium, and it provides a habitat for many species.",TRUE,2.88835,main_trials,19,main,4
190,3843,31,,none,false,Graduated College,female,English,Romeo and Juliet is a tragedy written by Leo Tolstoy.,FALSE,2.88835,main_trials,20,filler,none
190,2343,31,,none,true,Graduated College,female,English,Brazil is the largest country in South America.,TRUE,2.88835,main_trials,21,filler,none
190,2536,31,,none,true,Graduated College,female,English,The Pope is currently not married.,TRUE,2.88835,main_trials,22,special,3
190,4233,31,,none,true,Graduated College,female,English,"The Bermuda Triangle, is a region in the Atlantic Ocean, where a number of aircraft and ships are said to have disappeared under mysterious circumstances.",TRUE,2.88835,main_trials,23,filler,none
190,2000,31,,none,false,Graduated College,female,English,Belgium has rainforests.,TRUE,2.88835,main_trials,24,special,4
189,7271,63,I hope I was right most of the time!,none,false,Graduated College,female,English,World War II was a global war that lasted from 1914 to 1918.,FALSE,5.63046666666667,practice_trials,1,practice,undefined
189,2353,63,I hope I was right most of the time!,none,false,Graduated College,female,English,Spain is a country in Asia.,FALSE,5.63046666666667,practice_trials,2,practice,undefined
189,4845,63,I hope I was right most of the time!,none,true,Graduated College,female,English,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,5.63046666666667,practice_trials,3,practice,undefined
189,2482,63,I hope I was right most of the time!,none,true,Graduated College,female,English,Alexander Bell invented the telephone.,TRUE,5.63046666666667,practice_trials,4,practice,undefined
189,2802,63,I hope I was right most of the time!,none,true,Graduated College,female,English,Normally there are 32 teeth in the adult human body.,TRUE,5.63046666666667,practice_trials,5,practice,undefined
189,3595,63,I hope I was right most of the time!,none,true,Graduated College,female,English,Charles Darwin was a biologist known for his theory of evolution.,TRUE,5.63046666666667,main_trials,1,filler,none
189,2300,63,I hope I was right most of the time!,none,true,Graduated College,female,English,The capital city of Russia is Moscow.,TRUE,5.63046666666667,main_trials,2,filler,none
189,4298,63,I hope I was right most of the time!,1,false,Graduated College,female,English,"Canada has an emperor, and he is fond of sushi.",FALSE,5.63046666666667,main_trials,3,main,2
189,8036,63,I hope I was right most of the time!,none,true,Graduated College,female,English,The Solar System includes the planet Earth.,TRUE,5.63046666666667,main_trials,4,filler,none
189,2846,63,I hope I was right most of the time!,none,false,Graduated College,female,English,Australia has a very large border with Brazil.,FALSE,5.63046666666667,main_trials,5,filler,none
189,3169,63,I hope I was right most of the time!,none,true,Graduated College,female,English,The Great Wall is one of the seven wonders of the world.,TRUE,5.63046666666667,main_trials,6,filler,none
189,8639,63,I hope I was right most of the time!,9,false,Graduated College,female,English,"The King of France, he did not call Emmanuel Macron last night.",FALSE,5.63046666666667,main_trials,7,main,1
189,5161,63,I hope I was right most of the time!,none,false,Graduated College,female,English,Elvis Presley is one of the most popular musicians in this decade.,FALSE,5.63046666666667,main_trials,8,filler,none
189,3581,63,I hope I was right most of the time!,0,false,Graduated College,female,English,The volcanoes of Germany dominate the landscape.,FALSE,5.63046666666667,main_trials,9,main,5
189,50477,63,I hope I was right most of the time!,none,true,Graduated College,female,English,Currywurst is a popular fast food in Germany.,TRUE,5.63046666666667,main_trials,10,filler,none
189,15751,63,I hope I was right most of the time!,none,true,Graduated College,female,English,Canada is a democracy.,TRUE,5.63046666666667,main_trials,11,special,2
189,3595,63,I hope I was right most of the time!,none,true,Graduated College,female,English,FIFA World Cup tournament is an international football competition.,TRUE,5.63046666666667,main_trials,12,filler,none
189,9473,63,I hope I was right most of the time!,10,false,Graduated College,female,English,"Angela Merkel, she was not invited by the Pope’s wife for dinner.",TRUE,5.63046666666667,main_trials,13,main,3
189,14445,63,I hope I was right most of the time!,none,false,Graduated College,female,English,Switzerland is a member of the European Union.,TRUE,5.63046666666667,main_trials,14,filler,none
189,5715,63,I hope I was right most of the time!,none,true,Graduated College,female,English,The United Nations (UN) is an intergovernmental organization tasked to promote international cooperation and to create and maintain international order.,TRUE,5.63046666666667,main_trials,15,filler,none
189,6655,63,I hope I was right most of the time!,none,false,Graduated College,female,English,France has a king.,FALSE,5.63046666666667,main_trials,16,special,1
189,2820,63,I hope I was right most of the time!,none,true,Graduated College,female,English,Alzheimer’s Disease is a brain disorder that affects memory.,TRUE,5.63046666666667,main_trials,17,filler,none
189,10519,63,I hope I was right most of the time!,none,false,Graduated College,female,English,Germany has volcanoes.,TRUE,5.63046666666667,main_trials,18,special,5
189,6487,63,I hope I was right most of the time!,6,false,Graduated College,female,English,The Belgian rainforest doesn’t provide a habitat for many species.,FALSE,5.63046666666667,main_trials,19,main,4
189,2258,63,I hope I was right most of the time!,none,false,Graduated College,female,English,People love the polar bears in Australia.,FALSE,5.63046666666667,main_trials,20,filler,none
189,4517,63,I hope I was right most of the time!,none,true,Graduated College,female,English,"Germany shares borders with France, Belgium and Denmark.",TRUE,5.63046666666667,main_trials,21,filler,none
189,2937,63,I hope I was right most of the time!,none,true,Graduated College,female,English,The Pope is currently not married.,TRUE,5.63046666666667,main_trials,22,special,3
189,3078,63,I hope I was right most of the time!,none,true,Graduated College,female,English,The Sahara desert in Africa is the largest desert in the world.,TRUE,5.63046666666667,main_trials,23,filler,none
189,21003,63,I hope I was right most of the time!,none,false,Graduated College,female,English,Belgium has rainforests.,FALSE,5.63046666666667,main_trials,24,special,4
188,5854,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,3.83238333333333,practice_trials,1,practice,undefined
188,22409,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,Normally there are 32 teeth in the adult human body.,TRUE,3.83238333333333,practice_trials,2,practice,undefined
188,11298,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,false,,male,English,World War II was a global war that lasted from 1914 to 1918.,TRUE,3.83238333333333,practice_trials,3,practice,undefined
188,1964,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,false,,male,English,Spain is a country in Asia.,FALSE,3.83238333333333,practice_trials,4,practice,undefined
188,3326,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,Alexander Bell invented the telephone.,TRUE,3.83238333333333,practice_trials,5,practice,undefined
188,9442,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,The town of Pisa in Italy is famous for its Leaning Tower of Pisa.,FALSE,3.83238333333333,main_trials,1,filler,none
188,7881,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,"The statue of Jesus Christ is a famous sightseeing attraction in the city of Rio de Janeiro, Brazil.",TRUE,3.83238333333333,main_trials,2,filler,none
188,3173,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",0,false,,male,English,The king of France is bald.,FALSE,3.83238333333333,main_trials,3,main,1
188,10012,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,Lower Saxony is a German state situated in northwestern Germany.,FALSE,3.83238333333333,main_trials,4,filler,none
188,2701,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,Charles Darwin was a biologist known for his theory of evolution.,TRUE,3.83238333333333,main_trials,5,filler,none
188,8515,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,Trees absorb carbon dioxide and release oxygen.,TRUE,3.83238333333333,main_trials,6,filler,none
188,3718,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",9,false,,male,English,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,3.83238333333333,main_trials,7,main,2
188,1850,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,Venice is a city in Italy.,TRUE,3.83238333333333,main_trials,8,filler,none
188,1915,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",6,false,,male,English,The volcanoes of Germany do not dominate the landscape.,FALSE,3.83238333333333,main_trials,9,main,5
188,7325,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,Brazil is the largest country in South America.,TRUE,3.83238333333333,main_trials,10,filler,none
188,1409,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,false,,male,English,France has a king.,FALSE,3.83238333333333,main_trials,11,special,1
188,1900,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,false,,male,English,In the Sahara you can do a variety of winter sports.,FALSE,3.83238333333333,main_trials,12,filler,none
188,6109,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",10,false,,male,English,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",TRUE,3.83238333333333,main_trials,13,main,4
188,4952,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,"The Sydney Opera House, built in Australia’s biggest city, is famous for its roof’s architecture.",TRUE,3.83238333333333,main_trials,14,filler,none
188,5480,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,Stephen William Hawking was a famous physicist.,TRUE,3.83238333333333,main_trials,15,filler,none
188,1561,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,Canada is a democracy.,TRUE,3.83238333333333,main_trials,16,special,2
188,2466,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,false,,male,English,Romeo and Juliet is a tragedy written by Leo Tolstoy.,FALSE,3.83238333333333,main_trials,17,filler,none
188,3222,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,false,,male,English,Germany has volcanoes.,FALSE,3.83238333333333,main_trials,18,special,5
188,2868,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",1,false,,male,English,"The Pope has a wife, and she is a lawyer.",FALSE,3.83238333333333,main_trials,19,main,3
188,3300,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,false,,male,English,The country with the lowest population density is China.,FALSE,3.83238333333333,main_trials,20,filler,none
188,2645,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,Russia is one of the biggest countries in the world.,TRUE,3.83238333333333,main_trials,21,filler,none
188,1576,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,false,,male,English,Belgium has rainforests.,FALSE,3.83238333333333,main_trials,22,special,4
188,1557,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,Earth has a powerful magnetic field.,TRUE,3.83238333333333,main_trials,23,filler,none
188,2345,26,"My level of education is Some Highschool, not finished. So I couldn't input what was correct, so I'm leaving a comment here.",none,true,,male,English,The Pope is currently not married.,TRUE,3.83238333333333,main_trials,24,special,3
187,9878,34,,none,true,Graduated High School,female,English,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,3.74595,practice_trials,1,practice,undefined
187,4522,34,,none,false,Graduated High School,female,English,Spain is a country in Asia.,FALSE,3.74595,practice_trials,2,practice,undefined
187,13112,34,,none,true,Graduated High School,female,English,Normally there are 32 teeth in the adult human body.,TRUE,3.74595,practice_trials,3,practice,undefined
187,4455,34,,none,true,Graduated High School,female,English,Alexander Bell invented the telephone.,TRUE,3.74595,practice_trials,4,practice,undefined
187,3687,34,,none,false,Graduated High School,female,English,World War II was a global war that lasted from 1914 to 1918.,FALSE,3.74595,practice_trials,5,practice,undefined
187,4363,34,,none,true,Graduated High School,female,English,An earthquake is the result of the sudden movement of the earth’s tectonic plates.,TRUE,3.74595,main_trials,1,filler,none
187,7009,34,,none,true,Graduated High School,female,English,Paris is a popular city for many tourists.,TRUE,3.74595,main_trials,2,filler,none
187,7095,34,,0,false,Graduated High School,female,English,The king of France is bald.,FALSE,3.74595,main_trials,3,main,1
187,11311,34,,none,true,Graduated High School,female,English,"The Sydney Opera House, built in Australia’s biggest city, is famous for its roof’s architecture.",TRUE,3.74595,main_trials,4,filler,none
187,4827,34,,none,true,Graduated High School,female,English,FIFA World Cup tournament is an international football competition.,TRUE,3.74595,main_trials,5,filler,none
187,5329,34,,none,true,Graduated High School,female,English,"Egypt is famous for the pyramids, the pharaohs and the Nile River.",TRUE,3.74595,main_trials,6,filler,none
187,2165,34,,1,false,Graduated High School,female,English,"The Pope has a wife, and she is a lawyer.",FALSE,3.74595,main_trials,7,main,3
187,12884,34,,none,true,Graduated High School,female,English,"Brazil, Canada and Russia are all bigger countries than Switzerland.",TRUE,3.74595,main_trials,8,filler,none
187,3066,34,,6,false,Graduated High School,female,English,The Emperor of Canada isn’t fond of sushi.,FALSE,3.74595,main_trials,9,main,2
187,4860,34,,none,true,Graduated High School,female,English,The University of Edinburgh is located in Great Britain.,TRUE,3.74595,main_trials,10,filler,none
187,1727,34,,none,false,Graduated High School,female,English,France has a king.,FALSE,3.74595,main_trials,11,special,1
187,1909,34,,none,true,Graduated High School,female,English,Leonardo DiCaprio is a famous actor.,TRUE,3.74595,main_trials,12,filler,none
187,8844,34,,10,false,Graduated High School,female,English,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",TRUE,3.74595,main_trials,13,main,4
187,3054,34,,none,false,Graduated High School,female,English,London is the capital of Asia.,FALSE,3.74595,main_trials,14,filler,none
187,3297,34,,none,true,Graduated High School,female,English,Alzheimer’s Disease is a brain disorder that affects memory.,TRUE,3.74595,main_trials,15,filler,none
187,2357,34,,none,true,Graduated High School,female,English,The Pope is currently not married.,TRUE,3.74595,main_trials,16,special,3
187,2523,34,,none,true,Graduated High School,female,English,Water is of major importance to all living organisms.,TRUE,3.74595,main_trials,17,filler,none
187,4042,34,,none,true,Graduated High School,female,English,Canada is a democracy.,TRUE,3.74595,main_trials,18,special,2
187,4994,34,,9,false,Graduated High School,female,English,"The volcanoes of Germany, they do not threaten Leipzig.",TRUE,3.74595,main_trials,19,main,5
187,2228,34,,none,true,Graduated High School,female,English,London is famous for Big Ben and the Queen.,TRUE,3.74595,main_trials,20,filler,none
187,2072,34,,none,false,Graduated High School,female,English,Facebook is the name of a famous musician.,FALSE,3.74595,main_trials,21,filler,none
187,4731,34,,none,false,Graduated High School,female,English,Belgium has rainforests.,FALSE,3.74595,main_trials,22,special,4
187,2814,34,,none,false,Graduated High School,female,English,The Leaning Tower of Pisa is one of Germany’s major tourist attractions.,FALSE,3.74595,main_trials,23,filler,none
187,11574,34,,none,false,Graduated High School,female,English,Germany has volcanoes.,FALSE,3.74595,main_trials,24,special,5
186,2914,29,,none,true,Graduated High School,male,English,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,3.12791666666667,practice_trials,1,practice,undefined
186,2284,29,,none,false,Graduated High School,male,English,World War II was a global war that lasted from 1914 to 1918.,TRUE,3.12791666666667,practice_trials,2,practice,undefined
186,1486,29,,none,false,Graduated High School,male,English,Spain is a country in Asia.,TRUE,3.12791666666667,practice_trials,3,practice,undefined
186,3593,29,,none,true,Graduated High School,male,English,Normally there are 32 teeth in the adult human body.,TRUE,3.12791666666667,practice_trials,4,practice,undefined
186,1578,29,,none,true,Graduated High School,male,English,Alexander Bell invented the telephone.,TRUE,3.12791666666667,practice_trials,5,practice,undefined
186,22606,29,,none,true,Graduated High School,male,English,There are more than 2 countries in the United Nations.,FALSE,3.12791666666667,main_trials,1,filler,none
186,3548,29,,none,true,Graduated High School,male,English,In the German language every noun has a gender.,TRUE,3.12791666666667,main_trials,2,filler,none
186,2272,29,,6,false,Graduated High School,male,English,The Emperor of Canada isn’t fond of sushi.,TRUE,3.12791666666667,main_trials,3,main,2
186,1872,29,,none,true,Graduated High School,male,English,The University of Edinburgh is located in Great Britain.,TRUE,3.12791666666667,main_trials,4,filler,none
186,1721,29,,none,true,Graduated High School,male,English,The Great Wall is one of the seven wonders of the world.,TRUE,3.12791666666667,main_trials,5,filler,none
186,75954,29,,none,true,Graduated High School,male,English,Monkeys like to eat bananas.,TRUE,3.12791666666667,main_trials,6,filler,none
186,2175,29,,10,false,Graduated High School,male,English,"Angela Merkel, she was not invited by the Pope’s wife for dinner.",FALSE,3.12791666666667,main_trials,7,main,3
186,1923,29,,none,true,Graduated High School,male,English,An earthquake is the result of the sudden movement of the earth’s tectonic plates.,TRUE,3.12791666666667,main_trials,8,filler,none
186,2173,29,,1,false,Graduated High School,male,English,"France has a king, and he is bald.",FALSE,3.12791666666667,main_trials,9,main,1
186,1870,29,,none,false,Graduated High School,male,English,The Berlin Wall was destroyed 10 years ago by Sweden.,TRUE,3.12791666666667,main_trials,10,filler,none
186,3383,29,,none,true,Graduated High School,male,English,Canada is a democracy.,TRUE,3.12791666666667,main_trials,11,special,2
