submission_id,RT,condition,correctness,class,experiment_id,key_pressed,p,pause,q,target_object,target_position,timeSpent,trial_number,trial_type
7432,533,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1264,square,square,right,7.56541666666667,19,main
7432,495,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2294,square,square,right,7.56541666666667,20,main
7432,490,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2079,square,circle,left,7.56541666666667,21,main
7432,463,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2679,square,square,left,7.56541666666667,22,main
7432,445,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2527,square,square,right,7.56541666666667,23,main
7432,537,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2371,square,circle,left,7.56541666666667,24,main
7432,511,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1841,square,circle,left,7.56541666666667,25,main
7432,510,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2464,square,square,left,7.56541666666667,26,main
7432,470,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1261,square,square,left,7.56541666666667,27,main
7432,483,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1579,square,circle,left,7.56541666666667,28,main
7432,669,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1394,square,circle,right,7.56541666666667,29,main
7432,426,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2407,square,circle,right,7.56541666666667,30,main
7432,506,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2525,square,circle,left,7.56541666666667,31,main
7432,449,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2543,square,circle,right,7.56541666666667,32,main
7432,494,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1399,square,circle,right,7.56541666666667,33,main
7432,531,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1402,square,square,right,7.56541666666667,34,main
7432,630,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1431,square,square,left,7.56541666666667,35,main
7432,496,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1379,square,square,left,7.56541666666667,36,main
7432,488,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2169,square,square,right,7.56541666666667,37,main
7432,517,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2340,square,square,left,7.56541666666667,38,main
7432,412,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2674,square,square,left,7.56541666666667,39,main
7432,529,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1801,square,circle,right,7.56541666666667,40,main
7432,418,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2430,square,square,left,7.56541666666667,41,main
7432,439,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,q,circle,1262,square,circle,left,7.56541666666667,42,main
7432,432,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2559,square,circle,right,7.56541666666667,43,main
7432,566,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1511,square,circle,left,7.56541666666667,44,main
7432,525,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2649,square,circle,left,7.56541666666667,45,main
7432,484,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2064,square,square,right,7.56541666666667,46,main
7432,623,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1590,square,square,left,7.56541666666667,47,main
7432,452,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2462,square,square,left,7.56541666666667,48,main
7432,438,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2456,square,square,left,7.56541666666667,49,main
7432,536,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1428,square,circle,left,7.56541666666667,50,main
7432,583,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2371,square,circle,left,7.56541666666667,51,main
7432,501,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2683,square,circle,left,7.56541666666667,52,main
7432,8702,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1477,square,square,right,7.56541666666667,53,main
7432,597,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2039,square,circle,left,7.56541666666667,54,main
7432,581,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1946,square,circle,right,7.56541666666667,55,main
7432,444,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1846,square,circle,right,7.56541666666667,56,main
7432,431,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1473,square,circle,right,7.56541666666667,57,main
7432,350,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,p,circle,2098,square,square,right,7.56541666666667,58,main
7432,478,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1953,square,square,left,7.56541666666667,59,main
7432,476,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1657,square,circle,right,7.56541666666667,60,main
7432,571,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2285,square,circle,left,7.56541666666667,61,main
7432,387,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,q,circle,2532,square,circle,left,7.56541666666667,62,main
7432,603,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2636,square,circle,right,7.56541666666667,63,main
7432,615,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2652,square,square,right,7.56541666666667,64,main
7432,570,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2032,square,square,left,7.56541666666667,65,main
7432,543,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1403,square,square,right,7.56541666666667,66,main
7432,456,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2134,square,circle,right,7.56541666666667,67,main
7432,528,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2081,square,circle,left,7.56541666666667,68,main
7432,467,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2664,square,circle,right,7.56541666666667,69,main
7432,409,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1471,square,square,left,7.56541666666667,70,main
7432,406,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1438,square,circle,right,7.56541666666667,71,main
7432,412,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1319,square,square,left,7.56541666666667,72,main
7432,537,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2529,square,circle,left,7.56541666666667,73,main
7432,579,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2095,square,circle,right,7.56541666666667,74,main
7432,575,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1727,square,circle,left,7.56541666666667,75,main
7432,410,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2526,square,circle,right,7.56541666666667,76,main
7432,400,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1396,square,circle,right,7.56541666666667,77,main
7432,383,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,p,circle,1354,square,square,right,7.56541666666667,78,main
7432,552,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1554,square,circle,left,7.56541666666667,79,main
7432,588,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2410,square,circle,left,7.56541666666667,80,main
7432,441,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1269,square,circle,right,7.56541666666667,81,main
7432,612,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1953,square,square,right,7.56541666666667,82,main
7432,570,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1231,square,square,right,7.56541666666667,83,main
7432,557,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2508,square,square,left,7.56541666666667,84,main
7432,538,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1223,square,square,right,7.56541666666667,85,main
7432,494,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2652,square,square,right,7.56541666666667,86,main
7432,549,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1870,square,circle,left,7.56541666666667,87,main
7432,520,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1785,square,square,left,7.56541666666667,88,main
7432,523,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2411,square,circle,right,7.56541666666667,89,main
7432,616,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1897,square,square,right,7.56541666666667,90,main
7432,523,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2083,square,square,right,7.56541666666667,91,main
7432,547,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1614,square,square,right,7.56541666666667,92,main
7432,533,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2042,square,square,left,7.56541666666667,93,main
7432,484,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2058,square,square,right,7.56541666666667,94,main
7432,433,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2254,square,square,left,7.56541666666667,95,main
7432,549,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1654,square,circle,left,7.56541666666667,96,main
7432,452,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1642,square,square,right,7.56541666666667,97,main
7432,600,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1944,square,circle,left,7.56541666666667,98,main
7432,477,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1655,square,square,left,7.56541666666667,99,main
7432,645,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2176,square,circle,left,7.56541666666667,100,main
7433,406,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,p,circle,1543,square,square,right,6.06266666666667,1,practice
7433,524,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,p,circle,1954,square,square,right,6.06266666666667,2,practice
7433,511,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2413,square,square,right,6.06266666666667,3,practice
7433,396,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1221,square,square,left,6.06266666666667,4,practice
7433,752,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2055,square,square,right,6.06266666666667,5,practice
7433,349,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,q,circle,1436,square,circle,left,6.06266666666667,6,practice
7433,424,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2282,square,circle,right,6.06266666666667,7,practice
7433,348,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1885,square,square,left,6.06266666666667,8,practice
7433,405,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2298,square,circle,right,6.06266666666667,9,practice
7433,541,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2165,square,square,right,6.06266666666667,10,practice
7433,453,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2143,square,circle,right,6.06266666666667,11,practice
7433,395,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1670,square,square,left,6.06266666666667,12,practice
7433,404,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2210,square,square,left,6.06266666666667,13,practice
7433,571,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1992,square,circle,left,6.06266666666667,14,practice
7433,526,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1548,square,square,right,6.06266666666667,15,practice
7433,429,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,q,circle,2218,square,circle,left,6.06266666666667,16,practice
7433,571,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1766,square,square,right,6.06266666666667,17,practice
7433,439,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,p,circle,2162,square,square,right,6.06266666666667,18,practice
7433,350,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1345,square,square,left,6.06266666666667,19,practice
7433,346,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1734,square,square,left,6.06266666666667,20,practice
7433,453,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2618,square,circle,right,6.06266666666667,1,main
7433,363,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2607,square,square,left,6.06266666666667,2,main
7433,513,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1304,square,circle,left,6.06266666666667,3,main
7433,493,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1628,square,square,right,6.06266666666667,4,main
7433,514,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2557,square,circle,left,6.06266666666667,5,main
7433,482,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2270,square,circle,right,6.06266666666667,6,main
7433,430,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2562,square,circle,left,6.06266666666667,7,main
7433,509,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2172,square,square,right,6.06266666666667,8,main
7433,481,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2186,square,square,right,6.06266666666667,9,main
7433,422,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1666,square,square,right,6.06266666666667,10,main
7433,383,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2353,square,square,left,6.06266666666667,11,main
7433,435,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1494,square,square,right,6.06266666666667,12,main
7433,434,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1415,square,circle,left,6.06266666666667,13,main
7433,481,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1421,square,circle,left,6.06266666666667,14,main
7433,389,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2023,square,circle,right,6.06266666666667,15,main
7433,458,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1288,square,square,right,6.06266666666667,16,main
7433,464,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1627,square,circle,right,6.06266666666667,17,main
7433,488,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1599,square,circle,left,6.06266666666667,18,main
7433,462,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2010,square,square,right,6.06266666666667,19,main
7433,523,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2508,square,square,right,6.06266666666667,20,main
7433,490,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2691,square,square,right,6.06266666666667,21,main
7433,446,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2657,square,square,right,6.06266666666667,22,main
7433,381,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1405,square,square,left,6.06266666666667,23,main
7433,431,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1538,square,square,right,6.06266666666667,24,main
7433,388,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1430,square,square,right,6.06266666666667,25,main
7433,352,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1439,square,square,right,6.06266666666667,26,main
7433,362,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1305,square,square,left,6.06266666666667,27,main
7433,352,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2550,square,square,right,6.06266666666667,28,main
7433,469,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2269,square,square,right,6.06266666666667,29,main
7433,316,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,q,circle,2118,square,circle,left,6.06266666666667,30,main
7433,444,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1539,square,square,right,6.06266666666667,31,main
7433,411,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2061,square,square,right,6.06266666666667,32,main
7433,547,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2164,square,circle,left,6.06266666666667,33,main
7433,480,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1618,square,circle,right,6.06266666666667,34,main
7433,415,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2530,square,circle,right,6.06266666666667,35,main
7433,470,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2513,square,square,right,6.06266666666667,36,main
7433,429,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2484,square,square,left,6.06266666666667,37,main
7433,493,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2254,square,square,right,6.06266666666667,38,main
7433,520,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2340,square,circle,right,6.06266666666667,39,main
7433,455,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1987,square,circle,right,6.06266666666667,40,main
7433,389,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1587,square,square,left,6.06266666666667,41,main
7433,489,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1843,square,circle,left,6.06266666666667,42,main
7433,439,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2464,square,circle,right,6.06266666666667,43,main
7433,425,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1697,square,square,left,6.06266666666667,44,main
7433,427,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2157,square,circle,right,6.06266666666667,45,main
7433,396,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1436,square,square,left,6.06266666666667,46,main
7433,502,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2028,square,circle,left,6.06266666666667,47,main
7433,516,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2350,square,circle,left,6.06266666666667,48,main
7433,396,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1979,square,square,left,6.06266666666667,49,main
7433,537,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2534,square,square,right,6.06266666666667,50,main
7433,445,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1695,square,square,right,6.06266666666667,51,main
7433,480,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2103,square,circle,right,6.06266666666667,52,main
7433,599,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1506,square,square,right,6.06266666666667,53,main
7433,473,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1513,square,circle,left,6.06266666666667,54,main
7433,450,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1690,square,circle,left,6.06266666666667,55,main
7433,461,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2250,square,square,right,6.06266666666667,56,main
7433,460,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1877,square,square,right,6.06266666666667,57,main
7433,433,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2101,square,square,right,6.06266666666667,58,main
7433,531,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2278,square,circle,left,6.06266666666667,59,main
7433,544,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2215,square,square,left,6.06266666666667,60,main
7433,443,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2659,square,circle,right,6.06266666666667,61,main
7433,455,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1363,square,square,right,6.06266666666667,62,main
7433,459,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2139,square,circle,left,6.06266666666667,63,main
7433,547,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2317,square,circle,right,6.06266666666667,64,main
7433,409,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2454,square,square,left,6.06266666666667,65,main
7433,421,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2049,square,square,right,6.06266666666667,66,main
7433,348,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,q,circle,1518,square,circle,left,6.06266666666667,67,main
7433,421,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2547,square,square,left,6.06266666666667,68,main
7433,441,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1784,square,circle,left,6.06266666666667,69,main
7433,431,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1870,square,square,left,6.06266666666667,70,main
7433,473,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1736,square,circle,left,6.06266666666667,71,main
7433,484,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1972,square,circle,right,6.06266666666667,72,main
7433,535,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1734,square,square,right,6.06266666666667,73,main
7433,632,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2357,square,square,right,6.06266666666667,74,main
7433,465,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2540,square,square,right,6.06266666666667,75,main
7433,450,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2250,square,square,right,6.06266666666667,76,main
7433,463,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2182,square,square,left,6.06266666666667,77,main
7433,532,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2250,square,square,right,6.06266666666667,78,main
7433,406,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1314,square,square,right,6.06266666666667,79,main
7433,618,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2670,square,circle,left,6.06266666666667,80,main
7433,516,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1709,square,circle,right,6.06266666666667,81,main
7433,507,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1504,square,circle,right,6.06266666666667,82,main
7433,372,incongruent,incorrect,Intro Cogn. Neuro-Psychology,52,q,circle,1964,square,circle,left,6.06266666666667,83,main
7433,505,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2359,square,square,right,6.06266666666667,84,main
7433,485,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2033,square,circle,right,6.06266666666667,85,main
7433,450,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2156,square,square,left,6.06266666666667,86,main
7433,411,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1571,square,square,left,6.06266666666667,87,main
7433,509,congruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1893,square,circle,right,6.06266666666667,88,main
7433,529,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,2211,square,circle,left,6.06266666666667,89,main
7433,443,incongruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1945,square,square,right,6.06266666666667,90,main
7433,393,incongruent,correct,Intro Cogn. Neuro-Psychology,52,p,circle,1888,square,circle,left,6.06266666666667,91,main
7433,502,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2571,square,square,left,6.06266666666667,92,main
7433,491,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,1407,square,square,left,6.06266666666667,93,main
7433,350,congruent,correct,Intro Cogn. Neuro-Psychology,52,q,circle,2694,square,square,left,6.06266666666667,94,main
